word,popularity
inflation,negative
inflationary,negative
inflexible,negative
inflict,negative
infliction,negative
influence,negative
influence,positive
influential,positive
influenza,negative
information,positive
informative,positive
informer,negative
infraction,negative
infrequently,negative
infringe,negative
infringement,negative
infringements,negative
infuriate,negative
infuriated,negative
infuriating,negative
infuriatingly,negative
ingenious,positive
ingeniously,positive
ingenuity,positive
ingenuous,positive
ingenuously,positive
inglorious,negative
ingrate,negative
ingratiating,positive
ingratiatingly,positive
ingratitude,negative
inheritance,positive
inhibit,negative
inhibition,negative
inhospitable,negative
inhospitality,negative
inhuman,negative
inhumane,negative
inhumanity,negative
inimical,negative
inimically,negative
inimitable,positive
iniquitous,negative
iniquity,negative
injudicious,negative
injunction,negative
injure,negative
injured,negative
injurious,negative
injury,negative
injustice,negative
injustices,negative
inmate,negative
innocence,positive
innocent,positive
innocently,positive
innocuous,positive
innovate,positive
innovation,positive
innovative,positive
innuendo,negative
inoffensive,positive
inoperable,negative
inoperative,negative
inopportune,negative
inordinate,negative
inordinately,negative
inpressed,positive
inquirer,positive
inquiry,positive
inquisitive,positive
insane,negative
insanely,negative
insanity,negative
insatiable,negative
insecure,negative
insecurity,negative
insensible,negative
insensitive,negative
insensitively,negative
insensitivity,negative
inseparable,positive
insidious,negative
insidiously,negative
insight,positive
insightful,positive
insightfully,positive
insignia,positive
insignificance,negative
insignificant,negative
insignificantly,negative
insincere,negative
insincerely,negative
insincerity,negative
insinuate,negative
insinuating,negative
insinuation,negative
insipid,negative
insistence,positive
insistent,positive
insistently,positive
insociable,negative
insolence,negative
insolent,negative
insolently,negative
insolvency,negative
insolvent,negative
insouciance,negative
inspector,positive
inspiration,positive
inspirational,positive
inspire,positive
inspired,positive
inspiring,positive
instability,negative
instable,negative
instantly,positive
instigate,negative
instigation,negative
instigator,negative
instigators,negative
instinctive,positive
instruct,positive
instruction,positive
instructive,positive
instructor,positive
instrumental,positive
insubordinate,negative
insubstantial,negative
insubstantially,negative
insufferable,negative
insufferably,negative
insufficiency,negative
insufficient,negative
insufficiently,negative
insular,negative
insult,negative
insulted,negative
insulting,negative
insultingly,negative
insults,negative
insupportable,negative
insupportably,negative
insure,positive
insurgent,negative
insurmountable,negative
insurmountably,negative
insurrection,negative
intact,positive
intefere,negative
inteferes,negative
integral,positive
integrated,positive
integrity,positive
intellect,positive
intellectual,positive
intelligence,positive
intelligent,positive
intelligible,positive
intended,positive
intense,negative
intense,positive
inter,negative
intercourse,positive
interdiction,negative
interest,positive
interested,positive
interesting,positive
interests,positive
interfere,negative
interference,negative
interferes,negative
interior,positive
interlocutory,positive
interlude,positive
interment,negative
interminable,negative
interminable,positive
intermittent,negative
interrupt,negative
interrupted,negative
interruption,negative
interruptions,negative
intervention,negative
intervention,positive
intestate,negative
intimacy,positive
intimate,positive
intimidate,negative
intimidating,negative
intimidatingly,negative
intimidation,negative
intolerable,negative
intolerablely,negative
intolerance,negative
intolerant,negative
intonation,positive
intoxicate,negative
intoxicated,negative
intractable,negative
intransigence,negative
intransigent,negative
intrepid,positive
intricate,positive
intrigue,positive
intrigue,negative
intriguing,positive
intriguingly,positive
intrude,negative
intruder,negative
intrusion,negative
intrusive,negative
intuition,positive
intuitive,positive
inundate,negative
inundated,negative
invade,negative
invader,negative
invalid,negative
invalidate,negative
invalidation,negative
invalidity,negative
invaluable,positive
invaluablely,positive
invariably,positive
invasion,negative
invasive,negative
invective,negative
inveigle,negative
inventive,positive
inventor,positive
investigate,positive
invidious,negative
invidiously,negative
invidiousness,negative
invigorate,positive
invigorating,positive
invincibility,positive
invincible,positive
inviolable,positive
inviolate,positive
invisible,negative
invitation,positive
invite,positive
inviting,positive
involuntarily,negative
involuntary,negative
involution,negative
invulnerable,positive
irascible,negative
irate,negative
irately,negative
ire,negative
irk,negative
irked,negative
irking,negative
irks,negative
irksome,negative
irksomely,negative
irksomeness,negative
irksomenesses,negative
iron,positive
ironic,negative
ironical,negative
ironically,negative
ironies,negative
irons,negative
irony,negative
irragularity,negative
irrational,negative
irrationalities,negative
irrationality,negative
irrationally,negative
irrationals,negative
irreconcilable,negative
irrecoverable,negative
irrecoverableness,negative
irrecoverablenesses,negative
irrecoverably,negative
irredeemable,negative
irredeemably,negative
irreducible,positive
irreformable,negative
irrefutable,positive
irrefutably,positive
irregular,negative
irregularity,negative
irrelevance,negative
irrelevant,negative
irreparable,negative
irreplaceable,positive
irreplacible,negative
irrepressible,negative
irreproachable,positive
irresistible,positive
irresistibly,positive
irresolute,negative
irresolvable,negative
irresponsible,negative
irresponsibly,negative
irretating,negative
irretrievable,negative
irreverence,negative
irreverent,negative
irreverently,negative
irreversible,negative
irrevocable,negative
irritability,negative
irritable,negative
irritably,negative
irritant,negative
irritate,negative
irritated,negative
irritating,negative
irritation,negative
irritations,negative
isolate,negative
isolated,negative
isolation,negative
issue,negative
issue-free,positive
issues,negative
itch,negative
itching,negative
itchy,negative
jabber,negative
jackpot,positive
jaded,negative
jagged,negative
jail,negative
jam,negative
jam,positive
jargon,negative
jarring,negative
jaundice,negative
jaundiced,negative
jauntily,positive
jaunty,positive
jaw-droping,positive
jaw-dropping,positive
jealous,negative
jealously,negative
jealousness,negative
jealousy,negative
jeer,negative
jeering,negative
jeeringly,negative
jeers,negative
jeopardize,negative
jeopardy,negative
jerk,negative
jerky,negative
jest,positive
jitter,negative
jitters,negative
jittery,negative
job,positive
job-killing,negative
jobless,negative
john,negative
join,positive
joined,positive
joke,positive
joke,negative
joker,negative
joker,positive
joking,positive
jollify,positive
jolly,positive
jolt,negative
jornada,negative
journalist,positive
journey,positive
jovial,positive
joy,positive
joyful,positive
joyfully,positive
joyless,positive
joyous,positive
joyously,positive
jubilant,positive
jubilantly,positive
jubilate,positive
jubilation,positive
jubilee,positive
jubiliant,positive
judder,negative
juddering,negative
judders,negative
judicial,positive
judicious,positive
jumble,negative
jump,positive
jumpy,negative
junk,negative
junky,negative
junkyard,negative
junta,negative
just,positive
justice,positive
justifiable,positive
justification,positive
justly,positive
jutter,negative
jutters,negative
juvenile,negative
kaput,negative
keen,positive
keen,negative
keenly,positive
keenness,positive
keepsake,positive
kemp,positive
ken,positive
kern,negative
keynote,positive
keystone,positive
kick,negative
kid-friendly,positive
kidnap,negative
kill,negative
killed,negative
killer,negative
killing,negative
killjoy,negative
kills,negative
kind,positive
kindliness,positive
kindly,positive
kindness,positive
kindred,positive
king,positive
kingmaker,positive
kiss,positive
kite,negative
kitten,positive
knack,positive
knave,negative
knell,negative
knife,negative
knight,positive
knock,negative
knotted,negative
knowing,positive
knowledge,positive
knowledgeable,positive
kook,negative
kooky,negative
kudos,positive
labor,positive
labored,negative
laborious,negative
labyrinth,negative
lace,negative
lace,positive
lack,negative
lackadaisical,negative
lacked,negative
lackey,negative
lackeys,negative
lacking,negative
lackluster,negative
lacks,negative
laconic,negative
laden,negative
lag,negative
lagged,negative
lagging,negative
laggy,negative
lags,negative
laid-off,negative
lair,negative
lamb,positive
lambast,negative
lambaste,negative
lame,negative
lame-duck,negative
lament,negative
lamentable,negative
lamentably,negative
land,positive
landed,positive
landslide,negative
languid,negative
languish,negative
languishing,negative
languor,negative
languorous,negative
languorously,negative
lanky,negative
lapse,negative
lapsed,negative
lapses,negative
larceny,negative
large,positive
large-capacity,positive
lascivious,negative
laser,positive
lash,negative
last-ditch,negative
late,negative
latency,negative
lateness,negative
latent,negative
latrines,negative
laud,positive
laudable,positive
laudably,positive
laugh,negative
laugh,positive
laughable,negative
laughably,negative
laughing,positive
laughingstock,negative
laughter,negative
laughter,positive
launch,positive
laureate,positive
laurel,positive
laurels,positive
lava,negative
lavish,positive
lavishly,positive
law-abiding,positive
lawbreaker,negative
lawbreaking,negative
lawful,positive
lawfully,positive
lawless,negative
lawlessness,negative
lawsuit,negative
lawyer,negative
lax,negative
laxative,negative
layoff,negative
layoff-happy,negative
lazy,negative
lead,positive
leader,positive
leading,positive
leads,positive
league,positive
leak,negative
leakage,negative
leakages,negative
leaking,negative
leaks,negative
leaky,negative
lean,positive
learn,positive
learned,positive
learning,positive
least,negative
leave,negative
lech,negative
lecher,negative
lecherous,negative
lechery,negative
lecture,negative
lecturer,positive
led,positive
leech,negative
leeches,negative
leer,negative
leery,negative
leeway,positive
left-leaning,negative
legal,positive
legalized,positive
legendary,positive
legibility,positive
legible,positive
legitimacy,positive
legitimate,positive
legitimately,positive
leisure,positive
leisurely,positive
lemma,positive
lemon,negative
lengthy,negative
lenient,positive
leniently,positive
leprosy,negative
lesbian,negative
less,negative
less-developed,negative
lessen,negative
lesser,negative
lesser-known,negative
less-expensive,positive
lesson,positive
letch,negative
lethal,negative
lethargic,negative
lethargy,negative
lettered,positive
leukemia,negative
level,positive
leverage,positive
levity,positive
levy,negative
lewd,negative
lewdly,negative
lewdness,negative
liability,negative
liable,negative
liaison,negative
liar,negative
liars,negative
libel,negative
liberal,positive
liberal,negative
liberalism,positive
liberally,positive
liberate,positive
liberation,positive
liberty,positive
library,positive
licentious,negative
licentiously,negative
licentiousness,negative
lick,negative
lie,negative
lied,negative
lier,negative
lies,negative
lifeblood,positive
lifeless,negative
lifelong,positive
lifesaver,positive
life-threatening,negative
light,positive
lighter,positive
light-hearted,positive
lighthouse,positive
likable,positive
like,positive
liked,positive
likes,positive
liking,positive
limit,negative
limitation,negative
limitations,negative
limited,negative
limits,negative
limp,negative
linguist,positive
lint,negative
lion,positive
lionhearted,positive
liquor,negative
listless,negative
literate,positive
lithe,positive
litigant,negative
litigate,negative
litigation,negative
litigious,negative
litter,negative
little,negative
little-known,negative
live,positive
lively,positive
livid,negative
lividly,negative
loaf,negative
loafer,negative
loath,negative
loathe,negative
loathing,negative
loathly,negative
loathsome,negative
loathsomely,negative
lobbyist,negative
lockup,negative
locust,negative
lofty,positive
lofty,negative
logical,positive
lone,negative
loneliness,negative
lonely,negative
loner,negative
lonesome,negative
longevity,positive
longing,negative
longingly,negative
long-lasting,positive
long-time,negative
long-winded,negative
loo,negative
loom,negative
loon,negative
loony,negative
loophole,negative
loopholes,negative
loose,negative
loot,negative
lord,negative
lord,positive
lordship,positive
lorn,negative
lose,negative
loser,negative
losers,negative
loses,negative
losing,negative
loss,negative
losses,negative
lost,negative
loud,negative
louder,negative
loudness,negative
lounge,negative
louse,negative
lousy,negative
lovable,positive
lovably,positive
love,positive
loved,positive
loveless,negative
loveliness,positive
lovelorn,negative
lovely,positive
lovemaking,positive
lover,positive
loves,positive
loving,positive
low,negative
low-cost,positive
lower,negative
lowering,negative
lower-priced,positive
lowest,negative
lowlands,negative
lowly,negative
low-price,positive
low-priced,positive
low-rated,negative
low-risk,positive
loyal,positive
loyalty,positive
lucid,positive
lucidly,positive
luck,positive
luckier,positive
luckiest,positive
luckily,positive
luckiness,positive
lucky,positive
lucrative,positive
ludicrous,negative
ludicrously,negative
lugubrious,negative
lukewarm,negative
lull,negative
lumbering,negative
luminous,positive
lump,negative
lumpy,negative
lunacy,negative
lunatic,negative
lunaticism,negative
lurch,negative
lure,negative
lurid,negative
lurk,negative
lurking,negative
luscious,positive
lush,positive
lush,negative
lust,negative
luster,positive
lustful,negative
lustrous,positive
luxuriant,positive
luxuriate,positive
luxurious,positive
luxuriously,positive
luxury,positive
lying,negative
lynch,negative
lyre,positive
lyrical,positive
macabre,negative
mace,negative
mad,negative
madden,negative
maddening,negative
maddeningly,negative
madder,negative
madly,negative
madman,negative
madness,negative
mafia,negative
maggot,negative
magic,positive
magical,positive
magnanimous,positive
magnanimously,positive
magnet,positive
magnetic,positive
magnetism,positive
magnetite,positive
magnificence,positive
magnificent,positive
magnificently,positive
magnify,positive
maiden,positive
main,positive
mainstay,positive
majestic,positive
majesty,positive
major,positive
majority,positive
makeshift,negative
maladjusted,negative
maladjustment,negative
malady,negative
malaise,negative
malaria,negative
malcontent,negative
malcontented,negative
maledict,negative
malevolence,negative
malevolent,negative
malevolently,negative
malfeasance,negative
malformation,negative
malice,negative
malicious,negative
maliciously,negative
maliciousness,negative
malign,negative
malignancy,negative
malignant,negative
malodorous,negative
malpractice,negative
maltreatment,negative
manage,positive
manageable,positive
management,positive
mandamus,negative
mandarin,positive
maneuver,negative
maneuverable,positive
mange,negative
mangle,negative
mangled,negative
mangles,negative
mangling,negative
manhood,positive
mania,negative
maniac,negative
maniacal,negative
manic,negative
manifest,positive
manifested,positive
manipulate,negative
manipulation,negative
manipulative,negative
manipulators,negative
manly,positive
manna,positive
mannered,positive
mannerly,positive
manners,positive
manslaughter,negative
manufacturer,positive
manure,negative
mar,negative
march,positive
margin,negative
marginal,negative
marginally,negative
marked,positive
marketable,positive
maroon,negative
marquis,positive
marriage,positive
marrow,positive
marry,positive
marshal,positive
martingale,negative
martyr,negative
martyrdom,negative
martyrdom-seeking,negative
marvel,positive
marveled,positive
marvelled,positive
marvellous,positive
marvelous,positive
marvelously,positive
marvelousness,positive
marvels,positive
masculine,positive
mashed,negative
masochism,negative
massacre,negative
massacres,negative
massage,positive
master,positive
masterful,positive
masterfully,positive
masterpiece,positive
masterpieces,positive
masters,positive
mastery,positive
matchless,positive
mate,positive
materialism,negative
materialist,negative
maternal,negative
maternal,positive
matrimony,positive
matron,positive
matte,negative
mature,positive
maturely,positive
maturity,positive
maverick,negative
mawkish,negative
mawkishly,negative
mawkishness,negative
maxi-devaluation,negative
maximum,positive
mayor,positive
meadow,positive
meager,negative
mean,negative
meandering,negative
meaningful,positive
meaningless,negative
meanness,negative
measles,negative
measly,negative
measured,positive
medal,positive
meddle,negative
meddlesome,negative
mediate,positive
mediation,positive
mediator,positive
medical,positive
mediocre,negative
mediocrity,negative
meditate,positive
mediterranean,positive
medley,positive
meek,positive
melancholic,negative
melancholy,negative
melee,negative
mellow,positive
melodrama,negative
melodramatic,negative
melodramatically,negative
meltdown,negative
memento,positive
memorable,positive
menace,negative
menacing,negative
menacingly,negative
mendacious,negative
mendacity,negative
mending,positive
menial,negative
menses,positive
mentor,positive
mercenary,negative
merciful,positive
mercifully,positive
merciless,negative
mercilessly,negative
mercy,positive
mere,negative
merge,positive
merit,positive
meritorious,positive
merrily,positive
merriment,positive
merriness,positive
merry,positive
mesmerize,positive
mesmerized,positive
mesmerizes,positive
mesmerizing,positive
mesmerizingly,positive
mess,negative
messed,negative
messes,negative
messing,negative
messy,negative
metastasis,negative
methanol,negative
meticulous,positive
meticulously,positive
metropolitan,positive
mettle,positive
microscopy,positive
midget,negative
midwife,negative
midwife,positive
midwifery,positive
miff,negative
might,positive
mightily,positive
mighty,positive
mild,positive
mildew,negative
militancy,negative
militia,negative
mime,positive
mimicry,negative
mind-blowing,positive
mindful,positive
mindfulness,positive
mindless,negative
mindlessly,negative
minimize,negative
minimum,negative
ministry,positive
minority,negative
miracle,positive
miracles,positive
miraculous,positive
miraculously,positive
miraculousness,positive
mirage,negative
mire,negative
mirth,positive
misalign,negative
misaligned,negative
misaligns,negative
misapprehend,negative
misbecome,negative
misbecoming,negative
misbegotten,negative
misbehave,negative
misbehavior,negative
miscalculate,negative
miscalculation,negative
miscarriage,negative
miscellaneous,negative
mischief,negative
mischievous,negative
mischievously,negative
misconception,negative
misconceptions,negative
misconduct,negative
miscreant,negative
miscreants,negative
misdirection,negative
miser,negative
miserable,negative
miserableness,negative
miserably,negative
miseries,negative
miserly,negative
misery,negative
misfit,negative
misfortune,negative
misgiving,negative
misgivings,negative
misguidance,negative
misguide,negative
misguided,negative
mishandle,negative
mishap,negative
misinform,negative
misinformed,negative
misinterpret,negative
misinterpretation,negative
misjudge,negative
misjudgment,negative
mislead,negative
misleading,negative
misleadingly,negative
mislike,negative
mismanage,negative
mismanagement,negative
mismatch,negative
misnomer,negative
misplace,negative
misplaced,negative
mispronounce,negative
mispronounced,negative
mispronounces,negative
misread,negative
misreading,negative
misrepresent,negative
misrepresentation,negative
misrepresented,negative
miss,negative
missed,negative
misses,negative
missing,negative
missionary,positive
misstatement,negative
mist,negative
mistake,negative
mistaken,negative
mistakenly,negative
mistakes,negative
mistified,negative
mistress,negative
mistrust,negative
mistrustful,negative
mistrustfully,negative
mists,negative
misunderstand,negative
misunderstanding,negative
misunderstandings,negative
misunderstood,negative
misuse,negative
mite,negative
moan,negative
mob,negative
mobster,negative
mock,negative
mocked,negative
mockeries,negative
mockery,negative
mocking,negative
mockingly,negative
mocks,negative
model,positive
moderate,positive
moderation,positive
moderator,positive
modern,positive
modest,positive
modesty,positive
molest,negative
molestation,negative
momentous,positive
momentum,positive
monetary,positive
money,positive
monk,positive
monochrome,negative
monopolist,negative
monotonous,negative
monotony,negative
monsoon,negative
monster,negative
monstrosities,negative
monstrosity,negative
monstrous,negative
monstrously,negative
monument,positive
monumental,positive
monumentally,positive
moody,negative
moot,negative
mope,negative
moral,positive
morality,positive
morals,positive
morbid,negative
morbidity,negative
morbidly,negative
mordant,negative
mordantly,negative
morgue,negative
moribund,negative
moron,negative
moronic,negative
morons,negative
morsel,negative
mortal,negative
mortality,negative
mortar,positive
mortification,negative
mortified,negative
mortify,negative
mortifying,negative
mortuary,negative
mosquito,negative
mother,negative
mother,positive
motherhood,positive
motionless,negative
motivated,positive
motivation,positive
motive,positive
motley,negative
mourn,negative
mourner,negative
mournful,negative
mournfully,negative
mourning,negative
movable,positive
mover,positive
moving,positive
muck,negative
mud,negative
muddle,negative
muddled,negative
muddy,negative
mudslinger,negative
mudslinging,negative
muff,negative
mug,negative
mug,positive
mule,negative
mulish,negative
multi-polarization,negative
multi-purpose,positive
mum,negative
mumble,negative
mumps,negative
mundane,negative
murder,negative
murderer,negative
murderous,negative
murderously,negative
murky,negative
muscle-flexing,negative
muscular,positive
mushy,negative
music,positive
musical,positive
muss,negative
musty,negative
mutable,positive
mutant,negative
mutilated,negative
mutilation,negative
mutiny,negative
mutter,negative
mutual,positive
muzzle,negative
myopia,negative
myriad,positive
mysterious,negative
mysteriously,negative
mystery,negative
mystify,negative
myth,negative
nab,negative
nadir,negative
nag,negative
nagging,negative
naive,negative
naively,negative
nameless,negative
nap,positive
nappy,negative
narcotic,negative
narrow,negative
narrower,negative
nastily,negative
nastiness,negative
nasty,negative
nationalism,negative
natural,positive
naturalist,positive
naturally,positive
naughty,negative
nausea,negative
nauseate,negative
nauseates,negative
nauseating,negative
nauseatingly,negative
nauseous,negative
navigable,positive
nay,negative
neat,positive
neatest,positive
neatly,positive
nebulous,negative
nebulously,negative
necessarily,positive
necessary,positive
nectar,positive
need,negative
needful,negative
needle,positive
needless,negative
needlessly,negative
needy,negative
nefarious,negative
nefariously,negative
negate,negative
negation,negative
negative,negative
negatives,negative
negativity,negative
neglect,negative
neglected,negative
neglecting,negative
negligence,negative
negligent,negative
negligently,negative
negligible,negative
negotiate,positive
negotiator,positive
negro,negative
neighbor,positive
nemesis,negative
nepotism,negative
nerve,positive
nervous,negative
nervously,negative
nervousness,negative
nestle,positive
nether,negative
nettle,negative
nettlesome,negative
neuralgia,negative
neurosis,negative
neurotic,negative
neurotically,negative
nice,positive
nicely,positive
nicer,positive
nicest,positive
nicotine,negative
nifty,positive
nigger,negative
niggle,negative
niggles,negative
nightmare,negative
nightmarish,negative
nightmarishly,negative
nihilism,negative
nimble,positive
nitpick,negative
nitpicking,negative
nobility,positive
noble,positive
nobleman,positive
nobly,positive
noise,negative
noiseless,positive
noises,negative
noisier,negative
noisy,negative
nomination,positive
noncompliance,negative
non-confidence,negative
nonexistent,negative
nonresponsive,negative
nonsense,negative
nonsensical,negative
non-violence,positive
non-violent,positive
noose,negative
normal,positive
normality,positive
nosey,negative
notable,positive
notables,positive
notably,positive
noted,positive
noteworthy,positive
nothingness,negative
noticeable,positive
notion,positive
notoriety,negative
notoriety,positive
notorious,negative
notoriously,negative
nourish,positive
nourishing,positive
nourishment,positive
novel,positive
novelty,positive
noxious,negative
nuisance,negative
nul,negative
nullify,negative
numb,negative
numbers,positive
numbness,negative
nun,negative
nurse,positive
nursery,positive
nurture,positive
nurturing,positive
nutritious,positive
oaf,negative
oak,positive
oasis,positive
oath,positive
obedience,positive
obedient,positive
obediently,positive
obese,negative
obesity,negative
obi,negative
obit,negative
obituary,negative
object,negative
objection,negative
objectionable,negative
objections,negative
objective,positive
objectively,positive
oblige,negative
obliging,positive
obligor,negative
oblique,negative
obliterate,negative
obliterated,negative
obliteration,negative
oblivion,negative
oblivious,negative
obnoxious,negative
obnoxiously,negative
obscene,negative
obscenely,negative
obscenity,negative
obscure,negative
obscured,negative
obscures,negative
obscurity,negative
observant,positive
obsess,negative
obsession,negative
obsession,positive
obsessions,negative
obsessions,positive
obsessive,negative
obsessively,negative
obsessiveness,negative
obsolete,negative
obstacle,negative
obstinate,negative
obstinately,negative
obstruct,negative
obstructed,negative
obstructing,negative
obstruction,negative
obstructive,negative
obstructs,negative
obtainable,positive
obtrusive,negative
obtuse,negative
obvious,positive
obviously,negative
occlude,negative
occluded,negative
occludes,negative
occluding,negative
occult,negative
occupant,positive
occupation,positive
occupy,positive
odd,negative
odder,negative
oddest,negative
oddities,negative
oddity,negative
oddly,negative
odious,negative
odor,negative
offbeat,positive
offence,negative
offend,negative
offended,negative
offender,negative
offending,negative
offense,negative
offenses,negative
offensive,negative
offensively,negative
offensiveness,negative
offer,positive
offhand,negative
officer,positive
officious,negative
offing,negative
offset,positive
offshoot,positive
ogre,negative
okay,positive
olfactory,negative
oligarchy,negative
omen,negative
ominous,negative
ominously,negative
omission,negative
omit,negative
omnipotence,negative
omnipotence,positive
omniscient,positive
onerous,negative
onerously,negative
one-side,negative
one-sided,negative
onslaught,negative
onus,negative
onward,positive
ooze,negative
opaque,negative
open,positive
openly,positive
openness,positive
opera,positive
operatic,negative
opiate,negative
opinionated,negative
opium,negative
opponent,negative
opportune,positive
opportunistic,negative
opportunity,positive
oppose,negative
opposed,negative
opposition,negative
oppositions,negative
oppress,negative
oppression,negative
oppressive,negative
oppressively,negative
oppressiveness,negative
oppressor,negative
oppressors,negative
optimal,positive
optimism,positive
optimist,positive
optimistic,positive
option,positive
optional,positive
opulent,positive
oracle,positive
oration,positive
orc,negative
orchestra,positive
ordained,positive
ordeal,negative
orderly,positive
ordination,positive
ordnance,negative
organic,positive
organization,positive
organize,positive
organized,positive
orgasm,positive
original,positive
originality,positive
ornamented,positive
ornate,positive
orphan,negative
ostensibly,negative
ostracize,negative
oust,negative
outbreak,negative
outburst,negative
outburst,positive
outbursts,negative
outcast,negative
outcome,positive
outcry,negative
outdated,negative
outdo,positive
outdone,positive
outgoing,positive
outhouse,negative
outlandish,negative
outlaw,negative
outmoded,negative
outperform,positive
outperformed,positive
outperforming,positive
outperforms,positive
outrage,negative
outraged,negative
outrageous,negative
outrageously,negative
outrageousness,negative
outrages,negative
outshine,positive
outshone,positive
outsider,negative
outsmart,positive
outstanding,positive
outstanding,negative
outstandingly,positive
outstrip,positive
outward,positive
outwit,positive
ovation,positive
ovation,negative
overachiever,positive
overact,negative
overacted,negative
over-acted,negative
overawe,negative
over-awe,negative
overbalance,negative
overbalanced,negative
over-balanced,negative
overbearing,negative
overbearingly,negative
overblown,negative
overburden,negative
overcast,negative
overdo,negative
overdone,negative
overdose,negative
overdue,negative
overemphasize,negative
overestimated,negative
overflow,negative
overgrown,negative
overheat,negative
over-hyped,negative
overjoyed,positive
overkill,negative
overload,negative
overloaded,negative
overlook,negative
overpaid,negative
overpayed,negative
overplay,negative
overpower,negative
overpowering,negative
overpriced,negative
over-priced,negative
overrated,negative
overreach,negative
overrun,negative
overshadow,negative
oversight,negative
oversights,negative
oversimplification,negative
oversimplified,negative
oversimplify,negative
oversize,negative
oversized,negative
overstate,negative
overstated,negative
overstatement,negative
overstatements,negative
overstates,negative
overtake,positive
overtaken,positive
overtakes,positive
overtaking,positive
overtaxed,negative
overthrow,negative
overthrows,negative
overtook,positive
overture,positive
overturn,negative
over-valuation,negative
overweight,negative
overwhelm,negative
overwhelmed,negative
overwhelming,negative
overwhelming,positive
overwhelmingly,negative
overwhelms,negative
overworked,negative
overzealous,negative
overzealously,negative
overzelous,negative
owing,negative
ownership,positive
oxidation,negative
pacific,positive
pacifist,positive
pacifists,positive
pad,positive
padding,positive
paddle,positive
pain,negative
pained,negative
pain-free,positive
painful,negative
painfull,negative
painfully,negative
painless,positive
painlessly,positive
pains,negative
painstaking,positive
painstakingly,positive
palatable,positive
palatial,positive
pale,negative
pales,negative
palliative,positive
palsy,negative
paltry,negative
pamper,positive
pampered,positive
pamperedly,positive
pamperedness,positive
pampers,positive
pan,negative
panacea,positive
panache,positive
pandemic,negative
pandemonium,negative
pander,negative
pandering,negative
panders,negative
pang,negative
panic,negative
panick,negative
panicked,negative
panicking,negative
panicky,negative
panier,positive
panoramic,positive
paprika,positive
parade,negative
parade,positive
paradise,positive
paradoxical,negative
paradoxically,negative
paragon,positive
paralize,negative
paralysis,negative
paralyzed,negative
paramount,positive
paranoia,negative
paranoid,negative
paraphrase,negative
paraphrase,positive
parasite,negative
pardon,positive
pare,negative
parentage,positive
pariah,negative
parietal,positive
parody,negative
parrot,negative
parsimonious,negative
partake,positive
partiality,negative
participation,positive
partisan,negative
partisans,negative
partner,positive
partnership,positive
passe,negative
passion,positive
passionate,positive
passionately,positive
passive,negative
passiveness,negative
passivity,negative
pastime,positive
pastor,positive
pastry,positive
pasture,positive
patch,negative
patent,positive
pathetic,negative
pathetically,negative
patience,positive
patient,positive
patiently,positive
patriarchal,positive
patriot,positive
patriotic,positive
patron,positive
patronage,positive
patronize,negative
patronizing,negative
patter,negative
paucity,negative
pauper,negative
paupers,negative
pawn,negative
pay,positive
payback,negative
payment,negative
peace,positive
peaceable,positive
peaceful,positive
peacefully,positive
peacekeepers,positive
peach,positive
peacock,positive
peck,positive
peculiar,negative
peculiarities,negative
peculiarity,positive
peculiarly,negative
pedantic,negative
pedestrian,negative
pedigree,positive
peeled,negative
peerless,positive
peeve,negative
peeved,negative
peevish,negative
peevishly,negative
penal,negative
penalize,negative
penalty,negative
penchant,positive
penetrating,positive
penetration,negative
penitent,positive
penitentiary,negative
pep,positive
pepped,positive
pepping,positive
peppy,positive
peps,positive
perceive,positive
perceptible,positive
perceptive,positive
perdition,negative
perennial,positive
perfect,positive
perfection,positive
perfectly,positive
perfidious,negative
perfidity,negative
performer,positive
perfunctory,negative
peril,negative
perilous,negative
perilously,negative
peripheral,negative
perish,negative
perishable,negative
perished,negative
perishing,negative
perjury,negative
perk,positive
permissible,positive
permission,positive
pernicious,negative
perpetrator,negative
perpetuation,negative
perpetuity,positive
perplex,negative
perplexed,negative
perplexing,negative
perplexity,negative
persecute,negative
persecution,negative
perseverance,positive
persevere,positive
persistence,positive
persistent,positive
personable,positive
personages,positive
personality,positive
personalized,positive
perspicuous,positive
perspicuously,positive
persuasive,positive
persuasively,positive
pertinacious,negative
pertinaciously,negative
pertinacity,negative
pertinent,positive
perturb,negative
perturbation,negative
perturbed,negative
pertussis,negative
pervasive,negative
perverse,negative
perversely,negative
perversion,negative
perversity,negative
pervert,negative
perverted,negative
perverts,negative
pessimism,negative
pessimist,negative
pessimistic,negative
pessimistically,negative
pest,negative
pestilence,negative
pestilent,negative
pet,negative
petrified,negative
petrify,negative
petroleum,negative
petroleum,positive
pettifog,negative
petty,negative
phantom,negative
pharmaceutical,positive
phenomenal,positive
phenomenally,positive
philanthropist,positive
philanthropy,positive
philosopher,positive
phlegm,negative
phobia,negative
phobic,negative
phoenix,positive
phonetic,positive
phony,negative
physician,positive
physics,positive
physiology,positive
physique,positive
pick,positive
picket,negative
picketed,negative
picketing,negative
pickets,negative
pickle,negative
picky,negative
picnic,positive
picturesque,positive
piety,positive
pig,negative
pigeon,negative
pigs,negative
piles,negative
pill,positive
pillage,negative
pillar,positive
pillory,negative
pillow,positive
pilot,positive
pimp,negative
pimple,negative
pinch,negative
pine,negative
pinion,negative
pinnacle,positive
